Location,Area,Bedrooms,Bathrooms,Parking,Floor,Age_of_Property,Furnished_Status,Price
Andheri,3418,2,1,2.0,4.0,15.0,Furnished,33238639.78744024
Juhu,1747,2,2,1.0,14.0,14.0,Semi-Furnished,27215732.590384655
Powai,3852,5,5,1.0,14.0,,Unfurnished,41199441.77675241
Bandra,3573,2,2,1.0,2.0,0.0,Semi-Furnished,60169538.718789086
Andheri,893,2,3,1.0,18.0,16.0,Furnished,8588316.974575218
Malad,2067,3,2,1.0,27.0,27.0,Semi-Furnished,15627270.589915715
Goregaon,2037,3,3,2.0,2.0,6.0,Unfurnished,17282724.911463607
Malad,418,2,2,1.0,5.0,8.0,Semi-Furnished,3173427.6379143484
Worli,3925,2,2,1.0,3.0,21.0,Semi-Furnished,59461743.489372075
Thane,3953,2,2,0.0,23.0,25.0,Unfurnished,28097752.333706327
Kurla,2844,3,4,0.0,12.0,11.0,Semi-Furnished,20842078.925481103
Andheri,1400,1,1,1.0,26.0,6.0,Semi-Furnished,12549839.856000004
Malad,3750,2,3,0.0,,14.0,Unfurnished,26934643.80843881
Dadar,1250,3,3,1.0,26.0,37.0,Unfurnished,12202977.483094057
Malad,1788,2,2,1.0,10.0,20.0,Furnished,13351642.95806911
Kandivali,1754,3,3,1.0,4.0,13.0,Furnished,14574306.704128671
Juhu,1767,3,3,1.0,0.0,1.0,Unfurnished,27632177.88503519
Kandivali,1221,2,2,1.0,8.0,7.0,Furnished,9445430.25549748
Worli,854,4,4,1.0,16.0,5.0,Unfurnished,12236503.213936573
Andheri,2024,3,4,0.0,21.0,36.0,Furnished,20070497.402318243
Andheri,3172,2,3,0.0,0.0,36.0,Semi-Furnished,23701712.26494296
Worli,3536,3,3,1.0,2.0,32.0,Furnished,54538410.221984304
Powai,3547,3,3,2.0,14.0,5.0,Unfurnished,39373718.165898666
Kandivali,1110,3,3,0.0,25.0,25.0,Unfurnished,7046149.555956901
Borivali,2590,2,2,,20.0,38.0,Semi-Furnished,17967815.04047932
Dadar,1316,5,4,2.0,,36.0,Unfurnished,15629932.917441234
Vikhroli,3275,2,2,1.0,22.0,13.0,Furnished,24602139.742361534
Juhu,3052,2,2,1.0,29.0,36.0,Furnished,48022325.41631959
Andheri,1896,2,1,2.0,9.0,7.0,Unfurnished,17816725.848351255
Powai,1840,1,1,0.0,7.0,38.0,Unfurnished,16312531.951532602
Kurla,704,4,4,1.0,11.0,12.0,Unfurnished,4845302.73704224
Dadar,1135,2,2,2.0,24.0,12.0,Unfurnished,14210441.709917797
Kandivali,3968,2,2,1.0,21.0,39.0,Semi-Furnished,25312416.319560606
Juhu,2738,4,4,1.0,14.0,27.0,Furnished,44172492.86032518
Kurla,2363,2,2,1.0,26.0,17.0,Unfurnished,13748748.948730735
Kandivali,2549,1,1,1.0,8.0,18.0,Semi-Furnished,15276150.620596128
Malad,2409,1,1,1.0,23.0,37.0,Semi-Furnished,17007773.856461458
Kurla,3738,2,1,1.0,24.0,31.0,Semi-Furnished,24081265.168218482
Worli,3314,2,2,2.0,,21.0,Furnished,52212417.36597682
Lower Parel,3415,3,3,2.0,19.0,1.0,Unfurnished,53658992.31448682
Powai,3421,2,1,2.0,8.0,12.0,Furnished,39548634.62606736
Juhu,3289,2,2,1.0,14.0,22.0,Unfurnished,52163307.75793651
Mulund,1361,3,2,1.0,22.0,24.0,Semi-Furnished,9963366.531284617
Lower Parel,3389,3,3,2.0,20.0,27.0,Semi-Furnished,43707064.66271579
Thane,1426,2,2,2.0,20.0,10.0,Semi-Furnished,10410670.16043637
Thane,2532,3,3,1.0,0.0,32.0,Furnished,19886582.031791754
Juhu,2775,2,3,,1.0,23.0,Semi-Furnished,37016743.59137784
Kurla,3263,3,3,0.0,25.0,1.0,Semi-Furnished,25781440.41403566
Kandivali,1873,3,4,1.0,18.0,29.0,Semi-Furnished,12502994.529008137
Powai,2901,2,2,1.0,29.0,16.0,Furnished,34030108.38003128
Vikhroli,2347,4,4,2.0,13.0,39.0,Furnished,16461200.63969026
Thane,3076,1,1,1.0,7.0,33.0,Furnished,20548091.43495127
Powai,3692,3,3,0.0,,37.0,Semi-Furnished,39689620.21135915
Thane,1577,2,2,1.0,11.0,21.0,Furnished,13416870.554231463
Malad,1064,3,3,1.0,25.0,4.0,Unfurnished,9546184.200254045
Kandivali,411,3,2,0.0,26.0,39.0,Semi-Furnished,2560124.5234128484
Malad,1556,4,3,1.0,28.0,15.0,Unfurnished,12756658.324188756
Dadar,703,1,1,1.0,14.0,,Unfurnished,8000049.891511509
Thane,3764,3,3,1.0,13.0,25.0,Furnished,27138463.628333483
Mulund,3422,3,3,1.0,20.0,30.0,Unfurnished,23730217.41769633
Mulund,3771,3,2,1.0,28.0,38.0,Semi-Furnished,26758618.38485161
Malad,2163,3,3,1.0,0.0,22.0,Unfurnished,16932454.569547836
Worli,3230,3,4,2.0,27.0,11.0,Unfurnished,49714240.23819569
Lower Parel,442,2,3,0.0,10.0,13.0,Furnished,6093035.379029295
Mulund,1343,2,2,2.0,27.0,17.0,Semi-Furnished,11007238.857677855
Thane,2790,3,3,1.0,,26.0,Semi-Furnished,22313939.548046142
Juhu,1749,2,3,,2.0,27.0,Semi-Furnished,22371421.06844365
Malad,2945,5,5,2.0,18.0,17.0,Furnished,26371148.991721004
Dadar,2811,3,3,1.0,17.0,15.0,Furnished,35251149.482734606
Vikhroli,1290,5,6,1.0,19.0,15.0,Semi-Furnished,10376167.32200841
Vikhroli,2874,2,2,0.0,27.0,12.0,Semi-Furnished,18659813.661785148
Bandra,1404,4,4,2.0,1.0,28.0,Unfurnished,21637201.043431863
Lower Parel,420,4,3,1.0,28.0,8.0,Unfurnished,6126819.85457023
Kurla,806,3,2,1.0,24.0,25.0,Semi-Furnished,5695986.006153429
Kandivali,3066,3,4,1.0,27.0,27.0,Furnished,24374438.435686808
Mulund,1414,2,2,2.0,25.0,12.0,Furnished,11690706.397584284
Mulund,735,4,4,1.0,6.0,35.0,Semi-Furnished,5554828.104574693
Kurla,2238,3,2,1.0,7.0,8.0,Unfurnished,15774133.753582083
Andheri,3588,1,1,1.0,18.0,13.0,Semi-Furnished,27298593.38373007
Dadar,1547,2,2,1.0,21.0,,Semi-Furnished,18645443.815849613
Borivali,2846,4,4,1.0,14.0,31.0,Unfurnished,19493180.403972168
Malad,3240,4,5,1.0,9.0,37.0,Unfurnished,24156761.681031384
Worli,2227,5,4,1.0,21.0,2.0,Furnished,48938634.777365945
Dadar,1114,3,3,2.0,28.0,15.0,Furnished,15327847.789845338
Goregaon,450,2,2,,0.0,19.0,Semi-Furnished,4200699.933149804
Mulund,723,2,2,1.0,5.0,31.0,Semi-Furnished,4731643.639270438
Kandivali,1188,2,3,1.0,12.0,22.0,Unfurnished,7677391.87032665
Bandra,540,1,1,0.0,13.0,16.0,Furnished,8300402.8689680025
Vikhroli,869,2,2,0.0,2.0,15.0,Furnished,6895334.583742056
Mulund,1186,2,1,1.0,10.0,37.0,Unfurnished,7297578.183818395
Bandra,2225,2,1,1.0,2.0,7.0,Unfurnished,28661810.701280005
Thane,1757,4,4,0.0,18.0,18.0,Unfurnished,12638633.671838505
Dadar,2316,2,2,0.0,9.0,29.0,Semi-Furnished,22613277.818556357
Thane,1363,4,4,,26.0,33.0,Semi-Furnished,10329812.089571206
Borivali,3455,3,4,0.0,14.0,,Furnished,30693261.99997803
Juhu,772,2,2,2.0,10.0,21.0,Furnished,11944931.058345208
Goregaon,2941,2,3,1.0,14.0,16.0,Semi-Furnished,25424891.844549336
Dadar,2092,1,1,1.0,25.0,14.0,Semi-Furnished,23434048.49450584
Andheri,3198,2,2,1.0,26.0,31.0,Furnished,29576060.882151514
Borivali,1579,3,3,2.0,23.0,12.0,Unfurnished,12143683.205895819
Powai,2738,1,1,1.0,12.0,20.0,Furnished,29460769.506448567
Andheri,2071,2,1,1.0,4.0,39.0,Unfurnished,16717346.154719885
Lower Parel,3615,2,1,0.0,3.0,32.0,Furnished,42265264.330580205
Malad,505,5,5,1.0,12.0,26.0,Unfurnished,4100991.574705911
Kandivali,1843,3,4,1.0,8.0,34.0,Furnished,13682577.426361434
Dadar,3117,3,2,0.0,24.0,15.0,Unfurnished,32742986.42744593
Powai,2081,2,2,0.0,16.0,27.0,Furnished,21478700.151935615
Powai,401,3,4,2.0,1.0,33.0,Semi-Furnished,3609272.7190211546
Borivali,3036,3,3,1.0,23.0,0.0,Unfurnished,24191965.356632825
Kurla,3091,3,2,1.0,4.0,30.0,Furnished,21551143.544484604
Lower Parel,2537,5,4,1.0,15.0,35.0,Furnished,32901930.552189488
Juhu,3816,2,2,2.0,6.0,32.0,Unfurnished,56317984.56734897
Dadar,749,4,4,2.0,0.0,32.0,Unfurnished,8560040.132069688
Kurla,3930,4,5,2.0,27.0,38.0,Furnished,30705954.642655436
Borivali,1686,1,1,0.0,25.0,17.0,Furnished,10528617.45509973
Malad,3822,3,2,2.0,11.0,22.0,Furnished,37281422.511522576
Vikhroli,3579,5,4,1.0,20.0,22.0,Furnished,30091336.822513163
Mulund,1462,2,2,,10.0,14.0,Unfurnished,10860615.149983801
Mulund,3356,3,2,1.0,,25.0,Semi-Furnished,24835024.42325725
Juhu,2606,5,5,0.0,18.0,29.0,Semi-Furnished,37528251.49308377
Malad,3406,3,3,2.0,,24.0,Unfurnished,26821279.455821414
Worli,2759,2,1,0.0,11.0,15.0,Semi-Furnished,44146805.587561645
Juhu,3712,3,3,1.0,11.0,38.0,Semi-Furnished,53600142.20974014
Dadar,844,2,2,1.0,13.0,,Semi-Furnished,9104958.690361239
Dadar,2745,3,3,1.0,1.0,16.0,Semi-Furnished,28207080.420420118
Bandra,1351,1,1,0.0,1.0,11.0,Semi-Furnished,19268612.508092627
Kurla,435,3,3,1.0,24.0,28.0,Furnished,2988891.5988550857
Worli,1507,3,4,2.0,28.0,31.0,Furnished,23581201.641356893
Mulund,1875,3,3,1.0,3.0,23.0,Furnished,16643490.705405802
Powai,2198,3,3,1.0,19.0,12.0,Furnished,28251990.28286043
Kurla,2245,3,3,1.0,22.0,19.0,Semi-Furnished,15857211.793298222
Goregaon,1808,3,3,1.0,25.0,14.0,Semi-Furnished,15841317.319649354
Dadar,1595,2,3,2.0,15.0,3.0,Semi-Furnished,20093429.65410699
Lower Parel,1799,3,3,1.0,9.0,33.0,Furnished,21678300.0095348
Kandivali,2108,2,3,1.0,12.0,27.0,Semi-Furnished,15189200.295001164
Malad,1785,4,3,1.0,,1.0,Furnished,15498999.81057676
Andheri,3006,1,1,1.0,2.0,29.0,Semi-Furnished,26496405.05450148
Juhu,3338,2,3,0.0,18.0,25.0,Unfurnished,47336494.16270384
Dadar,2588,3,3,1.0,5.0,25.0,Furnished,33350529.873335104
Kurla,3334,3,3,1.0,,19.0,Unfurnished,19957459.74457364
Worli,3589,1,1,1.0,26.0,27.0,Unfurnished,48763875.55691448
Kandivali,1700,3,4,1.0,20.0,19.0,Furnished,15250371.499568054
Lower Parel,3173,3,4,1.0,19.0,10.0,Furnished,43880068.99817933
Kurla,1643,3,3,1.0,18.0,9.0,Unfurnished,11658259.960502477
Andheri,3497,2,3,1.0,7.0,22.0,Furnished,33854169.27021469
Kandivali,920,3,2,2.0,13.0,36.0,Unfurnished,6121874.842858413
Goregaon,2206,3,2,1.0,9.0,18.0,Semi-Furnished,18029514.239478633
Andheri,409,3,3,0.0,2.0,17.0,Furnished,3869929.5850617643
Borivali,1383,3,2,0.0,5.0,26.0,Furnished,10898108.430116793
Thane,2825,3,3,2.0,28.0,5.0,Semi-Furnished,23053409.12914911
Borivali,2056,2,2,1.0,14.0,9.0,Semi-Furnished,15216926.434864048
Mulund,2060,1,1,2.0,22.0,,Semi-Furnished,15757397.600217538
Kurla,3129,2,1,0.0,22.0,23.0,Unfurnished,22320005.421735525
Dadar,3031,2,2,2.0,17.0,37.0,Unfurnished,30585300.2869764
Dadar,2599,2,2,2.0,13.0,27.0,Furnished,25096023.425213132
Dadar,1119,3,3,1.0,18.0,27.0,Unfurnished,13434322.69669548
Lower Parel,1472,2,2,0.0,27.0,38.0,Unfurnished,16236427.43016215
Thane,3625,4,4,1.0,25.0,1.0,Unfurnished,28997459.73610674
Borivali,1258,1,1,,9.0,4.0,Semi-Furnished,9969886.21594729
Thane,1716,3,4,1.0,14.0,10.0,Unfurnished,10947017.393650586
Vikhroli,2003,3,2,1.0,3.0,9.0,Semi-Furnished,14831996.714928016
Kurla,449,2,2,0.0,22.0,1.0,Semi-Furnished,3773974.7777958484
Thane,3111,1,2,1.0,1.0,14.0,Unfurnished,22074241.527626567
Powai,2978,3,3,1.0,2.0,38.0,Furnished,30034067.86746619
Juhu,3531,2,3,1.0,6.0,36.0,Furnished,55904158.3495075
Juhu,3638,4,4,0.0,22.0,6.0,Unfurnished,66971074.46704827
Powai,3673,3,3,2.0,15.0,19.0,Furnished,46239375.95067123
Kandivali,3304,4,4,1.0,9.0,33.0,Unfurnished,20114205.285147477
Bandra,545,2,2,1.0,18.0,34.0,Unfurnished,8092401.68270544
Lower Parel,1314,3,3,1.0,27.0,33.0,Furnished,17400221.836719275
Kandivali,3440,3,3,0.0,16.0,21.0,Semi-Furnished,25578549.032210484
Andheri,1862,3,3,1.0,27.0,30.0,Unfurnished,15551377.5214375
Worli,2689,2,3,1.0,18.0,22.0,Semi-Furnished,37855494.04739736
Lower Parel,980,3,3,2.0,4.0,18.0,Unfurnished,11674769.076300714
Lower Parel,3134,3,2,1.0,22.0,3.0,Unfurnished,44154942.897524685
Andheri,1984,3,3,1.0,19.0,23.0,Semi-Furnished,18447115.461033512
Thane,882,2,2,2.0,12.0,19.0,Furnished,7245046.118957944
Borivali,3579,4,5,1.0,12.0,38.0,Unfurnished,26052626.902107704
Borivali,1649,1,1,2.0,10.0,27.0,Semi-Furnished,12257657.165349716
Juhu,1072,4,4,2.0,10.0,38.0,Furnished,18060809.93942373
Malad,1030,4,4,0.0,15.0,16.0,Unfurnished,9535317.311899088
Kandivali,3108,4,4,1.0,14.0,18.0,Unfurnished,22392719.402171258
Vikhroli,1061,3,4,1.0,16.0,34.0,Semi-Furnished,7079880.6530413125
Kurla,3903,2,2,1.0,21.0,31.0,Semi-Furnished,24754985.883726284
Mulund,3252,5,5,1.0,17.0,38.0,Semi-Furnished,23858106.781762984
Goregaon,2866,2,3,2.0,27.0,34.0,Unfurnished,18818466.57531686
Borivali,1387,3,4,1.0,18.0,29.0,Unfurnished,9846094.35076511
Kurla,3926,3,3,1.0,3.0,16.0,Unfurnished,27342121.515087157
Goregaon,3631,3,3,0.0,21.0,28.0,Semi-Furnished,28900519.530533593
Kurla,1946,2,2,1.0,21.0,5.0,Unfurnished,11958890.991739567
Thane,1049,3,3,0.0,22.0,16.0,Unfurnished,7480715.900909162
Goregaon,1368,4,5,1.0,4.0,16.0,Furnished,11412313.748549126
Mulund,3037,1,1,1.0,,13.0,Furnished,25232957.948338114
Kurla,1500,4,4,1.0,1.0,23.0,Unfurnished,9986516.08161297
Powai,2956,1,1,0.0,0.0,36.0,Furnished,29586543.796709634
Mulund,840,2,2,1.0,11.0,39.0,Furnished,5525917.784736546
Goregaon,3725,1,1,0.0,9.0,38.0,Furnished,31207768.327655897
Mulund,1320,1,1,1.0,7.0,31.0,Semi-Furnished,9038383.113539342
Kurla,1169,4,4,1.0,0.0,35.0,Furnished,7445385.6795705985
Bandra,1743,2,1,1.0,11.0,36.0,Semi-Furnished,24263288.627260454
Kurla,2226,2,1,1.0,,13.0,Unfurnished,14793158.341539074
Kurla,662,2,2,0.0,26.0,26.0,Unfurnished,4891169.178470027
Thane,1977,3,2,1.0,27.0,,Unfurnished,13433138.654557396
Kandivali,3845,3,2,0.0,9.0,30.0,Furnished,25740557.312851463
Powai,3084,2,2,1.0,21.0,8.0,Unfurnished,34796124.326458834
Vikhroli,3638,2,2,,16.0,37.0,Unfurnished,24402368.936066765
Borivali,2906,4,4,1.0,25.0,16.0,Semi-Furnished,27917838.03444068
Lower Parel,1398,2,1,2.0,2.0,18.0,Furnished,24717885.912955754
Andheri,3751,3,3,1.0,6.0,3.0,Semi-Furnished,32668498.203670166
Kandivali,1099,2,3,1.0,11.0,10.0,Unfurnished,7876376.705509431
Andheri,2749,3,3,1.0,7.0,21.0,Semi-Furnished,22410115.89574977
Thane,2003,2,2,0.0,19.0,3.0,Unfurnished,14469320.237608753
Powai,1641,3,4,2.0,11.0,16.0,Semi-Furnished,21795275.61719937
Dadar,1525,2,2,0.0,2.0,7.0,Semi-Furnished,17046360.16918892
Kurla,3001,5,4,2.0,16.0,33.0,Unfurnished,19712184.241581272
Dadar,2735,2,2,1.0,27.0,10.0,Furnished,34721487.05577689
Dadar,1590,3,4,1.0,8.0,30.0,Semi-Furnished,16034335.411860289
Worli,3068,2,2,1.0,9.0,10.0,Unfurnished,48907843.298908524
Juhu,1405,2,1,1.0,21.0,37.0,Unfurnished,16857030.48618357
Dadar,435,3,3,,5.0,20.0,Furnished,5370804.679351265
Borivali,1143,2,3,0.0,24.0,29.0,Furnished,8816078.813423915
Bandra,2164,4,3,,0.0,9.0,Semi-Furnished,34572014.83202778
Juhu,752,4,4,1.0,21.0,25.0,Unfurnished,11377464.225736689
Thane,2322,4,3,2.0,11.0,26.0,Semi-Furnished,18464743.97091584
Lower Parel,472,1,1,1.0,4.0,7.0,Semi-Furnished,5231633.031204557
Kandivali,3095,3,3,0.0,12.0,38.0,Furnished,22833262.44412964
Bandra,1776,2,2,1.0,26.0,7.0,Unfurnished,28579359.175765455
Mulund,2314,4,5,1.0,14.0,7.0,Unfurnished,19356994.385321468
Goregaon,1493,3,3,1.0,21.0,33.0,Unfurnished,10574502.037170937
Worli,2872,4,4,1.0,29.0,15.0,Semi-Furnished,48817115.911973074
Bandra,3446,3,3,2.0,10.0,12.0,Unfurnished,56651752.76503643
Vikhroli,1107,3,3,1.0,7.0,22.0,Semi-Furnished,7336018.07192965
Dadar,2204,2,2,,4.0,11.0,Semi-Furnished,23437481.80919287
Thane,3008,3,2,1.0,1.0,26.0,Unfurnished,17272736.91143719
Malad,3275,2,2,1.0,11.0,21.0,Furnished,27515937.94279018
Goregaon,1355,3,3,1.0,27.0,31.0,Semi-Furnished,10985220.52883377
Andheri,2964,3,3,1.0,1.0,26.0,Unfurnished,24068187.21372912
Borivali,2875,3,4,0.0,25.0,,Semi-Furnished,28597581.748395123
Andheri,559,2,3,2.0,15.0,32.0,Furnished,4866449.676995547
Bandra,2596,3,3,1.0,20.0,25.0,Semi-Furnished,39141228.12189663
Lower Parel,3223,2,2,1.0,2.0,27.0,Semi-Furnished,38882610.416402884
Andheri,3701,3,3,1.0,9.0,18.0,Unfurnished,38051286.35563177
Vikhroli,2135,1,2,1.0,18.0,4.0,Furnished,14633716.85339502
Thane,1985,2,2,,7.0,32.0,Unfurnished,11884733.027415302
Mulund,466,2,3,1.0,6.0,19.0,Furnished,3912463.8504779246
Lower Parel,3461,3,3,1.0,0.0,29.0,Furnished,45417799.40014381
Kandivali,2828,1,2,2.0,11.0,7.0,Furnished,20287358.095358882
Borivali,457,2,3,2.0,28.0,37.0,Unfurnished,3044169.0123310494
Vikhroli,3730,4,5,1.0,,16.0,Furnished,27482016.9222774
Vikhroli,741,2,2,2.0,4.0,0.0,Unfurnished,5806004.270889133
Andheri,1553,3,2,1.0,15.0,2.0,Semi-Furnished,15275148.695224272
Dadar,3174,3,3,,24.0,,Unfurnished,33879218.851610325
Andheri,1595,4,4,2.0,3.0,30.0,Unfurnished,14567477.421887752
Bandra,3217,3,2,1.0,16.0,7.0,Unfurnished,46250146.28785895
Kandivali,3061,3,3,1.0,23.0,7.0,Unfurnished,20783767.544310622
Juhu,1632,4,4,1.0,20.0,34.0,Semi-Furnished,23125007.12624152
Lower Parel,2801,2,2,1.0,1.0,38.0,Unfurnished,35895923.38481899
Andheri,1894,4,4,2.0,11.0,27.0,Furnished,16998642.482324444
Thane,2221,1,1,0.0,0.0,3.0,Furnished,17663078.298548967
Malad,515,4,5,1.0,29.0,15.0,Semi-Furnished,4762714.575208654
Borivali,3735,2,1,1.0,11.0,12.0,Semi-Furnished,26338938.737649787
Kurla,1061,3,3,1.0,11.0,19.0,Semi-Furnished,6832012.546476232
Andheri,1865,2,2,1.0,11.0,4.0,Semi-Furnished,18381982.916712187
Thane,2900,3,4,0.0,18.0,36.0,Semi-Furnished,19332994.639788657
Lower Parel,2268,1,1,,24.0,19.0,Semi-Furnished,32673712.148363966
Thane,3948,4,4,1.0,16.0,23.0,Furnished,28864332.861513115
Borivali,2734,4,4,2.0,19.0,35.0,Unfurnished,18310126.368991185
Juhu,3774,2,2,0.0,,33.0,Unfurnished,65168759.18856243
Thane,1416,4,4,1.0,23.0,33.0,Unfurnished,8068287.020517144
Malad,710,3,4,1.0,25.0,18.0,Semi-Furnished,4910631.741904059
Thane,607,3,4,2.0,27.0,16.0,Semi-Furnished,4035170.325773746
Thane,3065,2,1,2.0,10.0,4.0,Unfurnished,24029883.537044406
Thane,2893,2,2,,12.0,24.0,Unfurnished,18131965.84763254
Mulund,3117,2,2,1.0,26.0,17.0,Unfurnished,22586208.905546427
Mulund,1032,2,2,1.0,7.0,7.0,Semi-Furnished,7560685.735875747
Juhu,2502,4,4,1.0,9.0,,Semi-Furnished,42115367.94409102
Andheri,3359,1,1,1.0,7.0,14.0,Unfurnished,25570039.442100953
Thane,3483,4,5,1.0,19.0,12.0,Furnished,27639816.551938858
Worli,1056,2,3,,7.0,15.0,Semi-Furnished,13750186.883595124
Kandivali,1823,3,2,0.0,8.0,21.0,Unfurnished,10001051.158074722
Worli,2331,3,3,2.0,6.0,19.0,Unfurnished,30436509.820575777
Andheri,3427,4,4,1.0,13.0,12.0,Semi-Furnished,33718044.345148556
Juhu,2962,2,2,1.0,,19.0,Semi-Furnished,44405886.5868919
Dadar,2079,3,3,1.0,1.0,1.0,Unfurnished,24760961.60871301
Dadar,636,2,2,1.0,24.0,34.0,Semi-Furnished,6697938.240872166
Powai,3750,1,2,1.0,10.0,18.0,Unfurnished,36888996.56394298
Worli,747,2,2,2.0,7.0,,Unfurnished,8198965.733486446
Andheri,3074,3,3,2.0,,5.0,Unfurnished,26820972.23101194
Andheri,3575,2,2,2.0,20.0,13.0,Unfurnished,32548993.74974191
Goregaon,1029,3,3,0.0,14.0,3.0,Semi-Furnished,8333362.676319987
Bandra,1940,2,2,2.0,27.0,21.0,Semi-Furnished,28553749.886562478
Kurla,2403,3,3,1.0,2.0,38.0,Semi-Furnished,16634176.02560143
Lower Parel,1671,2,1,0.0,22.0,35.0,Furnished,21802876.23755896
Goregaon,763,3,3,0.0,13.0,33.0,Furnished,5451135.879346293
Malad,2768,4,4,0.0,29.0,26.0,Furnished,24639032.931624494
Mulund,685,3,4,0.0,14.0,6.0,Unfurnished,5838546.193162763
Mulund,548,3,3,1.0,1.0,2.0,Furnished,4573571.261458067
Bandra,1507,2,2,2.0,,32.0,Furnished,22306421.98585899
Borivali,2853,3,3,1.0,18.0,1.0,Furnished,24034999.232262433
Borivali,3425,2,2,1.0,11.0,15.0,Semi-Furnished,24749286.18939047
Juhu,855,2,1,2.0,24.0,24.0,Furnished,13471493.524461541
Vikhroli,2166,3,4,1.0,19.0,14.0,Semi-Furnished,17072090.184591755
Bandra,1199,4,5,2.0,3.0,23.0,Furnished,21840315.84906521
Kurla,1584,2,2,1.0,2.0,14.0,Unfurnished,10457529.923403047
Andheri,1412,3,3,,4.0,30.0,Unfurnished,10173135.050893925
Borivali,3231,3,2,1.0,2.0,13.0,Unfurnished,28620279.35702878
Kurla,2907,2,2,1.0,24.0,13.0,Semi-Furnished,21823237.143603925
Thane,1923,2,2,0.0,14.0,5.0,Semi-Furnished,15357649.24486491
Worli,3185,2,1,1.0,18.0,13.0,Semi-Furnished,46019212.18777086
Worli,2956,2,2,1.0,1.0,16.0,Semi-Furnished,41614969.459858514
Vikhroli,880,2,2,2.0,11.0,17.0,Semi-Furnished,6141316.110620154
Kandivali,2086,2,2,1.0,4.0,19.0,Furnished,17054324.249807715
Andheri,2561,2,3,0.0,21.0,16.0,Unfurnished,22026319.11936738
Lower Parel,3196,3,2,1.0,16.0,15.0,Furnished,49540560.23022334
Lower Parel,2001,3,3,0.0,13.0,39.0,Semi-Furnished,25840356.07255461
Malad,2808,5,5,1.0,27.0,38.0,Semi-Furnished,23962480.610465813
Lower Parel,740,2,2,2.0,26.0,31.0,Semi-Furnished,10048551.895060567
Thane,3217,3,3,1.0,21.0,8.0,Unfurnished,21898841.163420483
Thane,2410,4,4,0.0,,26.0,Semi-Furnished,19033260.41237113
Worli,3208,3,4,1.0,,32.0,Semi-Furnished,43927097.4881449
Bandra,3416,2,2,1.0,3.0,9.0,Semi-Furnished,53371646.65371484
Vikhroli,2896,3,3,2.0,5.0,16.0,Furnished,23634340.60100896
Juhu,2266,2,2,0.0,23.0,35.0,Semi-Furnished,32351181.05554947
Malad,1234,2,2,1.0,24.0,16.0,Unfurnished,9227016.099970965
Borivali,1603,3,3,1.0,21.0,17.0,Unfurnished,11640875.185392883
Kurla,2125,3,4,0.0,15.0,22.0,Unfurnished,15551633.544951238
Bandra,3878,1,1,1.0,6.0,33.0,Furnished,54789769.24111938
Borivali,2089,4,4,1.0,14.0,7.0,Furnished,19138443.94277872
Bandra,3667,3,3,2.0,29.0,12.0,Semi-Furnished,59817918.42377359
Bandra,3937,3,3,2.0,20.0,22.0,Unfurnished,54141296.84185293
Bandra,710,4,5,1.0,29.0,19.0,Unfurnished,9081065.809710154
Worli,661,2,3,1.0,27.0,21.0,Unfurnished,9541769.027879613
Lower Parel,1842,5,5,1.0,24.0,22.0,Semi-Furnished,27696162.366996787
Vikhroli,805,3,2,2.0,19.0,34.0,Furnished,5887445.307571238
Juhu,2590,2,1,2.0,25.0,2.0,Furnished,44346394.602454916
Lower Parel,741,3,3,2.0,10.0,33.0,Furnished,11298406.20452179
Bandra,1739,3,4,1.0,21.0,32.0,Semi-Furnished,24168591.209789935
Powai,3572,3,3,1.0,20.0,16.0,Furnished,44253852.76001524
Kandivali,643,5,4,2.0,0.0,18.0,Unfurnished,4470735.436493901
Borivali,889,3,2,1.0,4.0,29.0,Semi-Furnished,5578231.770917216
Andheri,411,3,4,1.0,12.0,22.0,Semi-Furnished,3912836.9449973684
Goregaon,3710,4,4,1.0,20.0,14.0,Furnished,31685967.87880706
Lower Parel,960,3,3,0.0,13.0,13.0,Furnished,14654475.512165422
Kurla,441,2,2,0.0,8.0,1.0,Unfurnished,3196053.2225067536
Worli,3125,4,5,1.0,16.0,38.0,Semi-Furnished,37674395.61580097
Malad,993,2,2,1.0,14.0,17.0,Semi-Furnished,7013958.2463788055
Mulund,1852,3,3,2.0,20.0,5.0,Unfurnished,14136930.301033648
Juhu,2226,4,3,0.0,6.0,31.0,Semi-Furnished,32010118.56864837
Andheri,3629,3,3,0.0,26.0,20.0,Semi-Furnished,30081178.940488294
Thane,3687,3,3,0.0,21.0,39.0,Unfurnished,20859704.34426329
Dadar,2093,3,4,0.0,21.0,27.0,Unfurnished,23170041.625447527
Powai,3933,3,3,0.0,11.0,26.0,Semi-Furnished,47789705.454971395
Mulund,533,4,3,1.0,,1.0,Semi-Furnished,5129200.634506133
Goregaon,3538,2,1,1.0,,32.0,Semi-Furnished,26811999.491893098
Andheri,3478,2,2,1.0,20.0,,Unfurnished,34027198.409891784
Mulund,1347,2,3,2.0,15.0,38.0,Semi-Furnished,9961008.006279914
Andheri,3997,3,2,1.0,25.0,21.0,Unfurnished,35150228.99351779
Kurla,472,3,3,0.0,4.0,12.0,Unfurnished,3303649.773782016
Powai,798,4,4,0.0,8.0,1.0,Unfurnished,10131720.276329376
Goregaon,1828,2,1,2.0,13.0,13.0,Furnished,18140107.02249317
